ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-02-190755-5	カンタン!かぎ針編み お掃除はおまかせ!お手伝いワンちゃんのエコたわし100					アップルミンツ	朝日新聞出版	2017.9	63p	26cm		Asahi Original 765				¥1400	
978-4-02-190756-2	ズパゲッティで編むあみぐるみ	ざくざく編めるカンタンかぎ針編み				アップルミンツ	朝日新聞出版	2017.9	64p	26cm		Asahi Original 766				¥1400	
978-4-02-251488-2	オーバーロードの街	The City of Overlord	神林長平 著			朝日新聞出版		2017.9	523p	19cm						¥1800	
978-4-02-261912-9	サンダカンまで	わたしの生きた道	山崎朋子 著			朝日新聞出版		2017.9	373p	15cm		朝日文庫 や41-1				¥920	
978-4-02-261913-6	また身の下相談にお答えします		上野千鶴子 著			朝日新聞出版		2017.9	279p	15cm		朝日文庫 う5-7				¥660	
978-4-02-261914-3	漱石ゴシップ		長尾剛 著		完全版	朝日新聞出版		2017.9	311p	15cm		朝日文庫 な48-1				¥840	
978-4-02-264843-3	D-五人の刺客		菊地秀行 著			朝日新聞出版		2017.9	238p	15cm		朝日文庫 き18-45	ソノラマセレクション	吸血鬼ハンター 32		¥740	
978-4-02-264858-7	警視庁監察官Q		鈴峯紅也 著			朝日新聞出版		2017.9	532p	15cm		朝日文庫 す23-1				¥740	
978-4-02-277044-8	B'	B.LEAGUE×井上雄彦				朝日新聞出版		2017.9	97p	30cm		週刊朝日MOOK				¥926	
978-4-02-281107-3	Journalism no.328(2017.9)					朝日新聞社ジャーナリスト学校	朝日新聞出版	2017.9	144p	26cm					特集問われるメディアと権力	¥741	
978-4-02-333152-5	おいしくたべる		松本仲子 監修	加藤休ミ 画		朝日新聞出版		2017.9	170p	20×20cm		こどものための実用シリーズ				¥1200	
978-4-02-333171-6	チビルのパリ・シックなあみぐるみ	フランスから届いたかぎ針編みの動物たち	ChibiRu 著			朝日新聞出版		2017.9	95p	26cm						¥1200	
978-4-04-069322-4	海辺のリノベ	やっぱり海のそばに住みたいと思った	石原左知子 著			KADOKAWA		2017.9	79p	21cm						¥1300	
978-4-04-069450-4	ナイフみたいにとがってら 2	反抗期男子観察日記	月野まる 著			KADOKAWA		2017.9	153p	21cm		MF comic essay				¥1000	
978-4-04-069496-2	愛と憎しみを込めた旦那への猟奇的弁当	フタを開けたらつい笑っちゃう!企業弁当&おかず150	まこつ 著			KADOKAWA		2017.9	126p	21cm						¥1200	
978-4-04-072224-5	レジェンド 9	legend	神無月紅 著	夕薙 イラスト		KADOKAWA		2017.9	318p	19cm		カドカワBOOKS M-か-1-1-9				¥1200	
978-4-04-072366-2	聖女の魔力は万能です 2		橘由華 著	珠梨やすゆき 画		KADOKAWA		2017.9	268p	19cm		カドカワBOOKS W-た-4-1-2				¥1200	
978-4-04-072367-9	黄昏のブッシャリオン		碌星らせん 著	タカヤマトシアキ 画		KADOKAWA		2017.9	252p	19cm		カドカワBOOKS M-ろ-2-1-1				¥1200	
978-4-04-072433-1	この素晴らしい世界に祝福を! 6		渡真仁 作画	暁なつめ 原作		KADOKAWA		2017.9	146p	18cm		ドラゴンコミックスエイジ わ-1-2-6				¥620	
978-4-04-072434-8	異種族レビュアーズ		masha 作画	天原 原作		KADOKAWA		2017.9	128p	18cm		ドラゴンコミックスエイジ ま-7-1-1				¥620	
978-4-04-072435-5	マケン姫っ! 19		武田弘光 作			KADOKAWA		2017.9	152p	18cm		ドラゴンコミックスエイジ た-2-1-19				¥620	
978-4-04-072437-9	金色の文字使い 6	勇者四人に巻き込まれたユニークチート	尾崎祐介 作画	十本スイ 原作		KADOKAWA		2017.9	158p	18cm		ドラゴンコミックスエイジ お-7-1-6				¥620	
978-4-04-072438-6	美人女上司滝沢さん		やんBARU 作			KADOKAWA		2017.9	144p	18cm		ドラゴンコミックスエイジ や-3-1-1				¥620	
978-4-04-072439-3	とっても優しいあまえちゃん!		ちると 作			KADOKAWA		2017.9	139p	18cm		ドラゴンコミックスエイジ ち-2-1-1				¥620	
978-4-04-072441-6	痛いのは嫌なので防御力に極振りしたいと思います。		夕蜜柑 著	狐印 イラスト		KADOKAWA		2017.9	251p	19cm		カドカワBOOKS M-ゆ-3-1-1				¥1200	
978-4-04-072442-3	異世界おもてなしご飯	聖女召喚と黄金プリン	忍丸 著	ゆき哉 画		KADOKAWA		2017.9	316p	19cm		カドカワBOOKS W-し-6-1-1				¥1200	
978-4-04-072444-7	男装令嬢とドM執事の無謀なる帝国攻略		一石月下 著	カズアキ 画		KADOKAWA		2017.9	316p	19cm		カドカワBOOKS W-い-4-1-1				¥1200	
978-4-04-072445-4	異世界でスキルを解体したらチートな嫁が増殖しました 4	概念交差のストラクチャー	千月さかき 著	東西 イラスト		KADOKAWA		2017.9	319p	19cm		カドカワBOOKS M-せ-1-1-4				¥1200	
978-4-04-082133-7	ヤクザと介護	暴力団離脱者たちの研究	廣末登 著			KADOKAWA		2017.9	280p	18cm		角川新書 K-157				¥820	
978-4-04-082164-1	教えてみた「米国トップ校」		佐藤仁 著			KADOKAWA		2017.9	253p	18cm		角川新書 K-159				¥800	
978-4-04-082169-6	国民国家のリアリズム		三浦瑠麗 著	猪瀬直樹 著		KADOKAWA		2017.9	247p	18cm		角川新書 K-161				¥840	
978-4-04-082170-2	こんな老い方もある		佐藤愛子 著			KADOKAWA		2017.9	270p	18cm		角川新書 K-160				¥820	
978-4-04-082173-3	「なんとかする」子どもの貧困		湯浅誠 著			KADOKAWA		2017.9	241p	18cm		角川新書 K-158				¥800	
978-4-04-082174-0	中学生棋士		谷川浩司 著			KADOKAWA		2017.9	217p	18cm		角川新書 K-162				¥800	
978-4-04-082184-9	コレクションと資本主義	「美術と蒐集」を知れば経済の核心がわかる	水野和夫 著	山本豊津 著		KADOKAWA		2017.9	260p	18cm		角川新書 K-163				¥840	
978-4-04-082186-3	強欲の銀行カードローン		藤田知也 著			KADOKAWA		2017.9	253p	18cm		角川新書 K-156				¥800	
978-4-04-105469-7	公爵令嬢の嗜み 5		澪亜 著	双葉はづき 画		KADOKAWA		2017.9	309p	19cm		カドカワBOOKS W-れ-1-1-5				¥1200	
978-4-04-105601-1	きょうも映画作りはつづく		行定勲 著			KADOKAWA		2017.9	303p	19cm						¥1600	
978-4-04-105761-2	沢尻リラさんの家庭でつくる地中海料理		沢尻リラ 著			KADOKAWA		2017.9	111p	26cm						¥1600	
978-4-04-105913-5	みなさまエト・ヴ・プレ? 2	Etes‐vous Prêts à tout le monde?	田丸鴇彦 著			KADOKAWA		2017.9	178p	18cm		角川コミックス・エース				¥580	
978-4-04-105989-0	オレたちは弥勒君に夢中! 2		鹿ちゃん 著			KADOKAWA		2017.9	176p	18cm		角川コミックス・エース				¥580	
978-4-04-106002-5	帝国の神兵 第4巻		春乃えり 漫画	草下シンヤ 原作		KADOKAWA		2017.9	161p	18cm		角川コミックス・エース				¥580	
978-4-04-106018-6	ひぎゃくのノエルちゃん		つくしろ夕莉 漫画	カナヲ 原作		KADOKAWA		2017.9	158p	18cm		角川コミックス・エース				¥580	
978-4-04-106079-7	紅殻のパンドラ 11	GHOST URN	六道神士 漫画	士郎正宗 原案		KADOKAWA		2017.9	1冊(ページ付なし)	18cm		角川コミックス・エース				¥580	
978-4-04-106090-2	文豪ストレイドッグスわん! 03		かないねこ 漫画	朝霧カフカ 原作		KADOKAWA		2017.9	157p	18cm		角川コミックス・エース				¥580	
978-4-04-106093-3	ライラと死にたがりの獣 2		斉田えじわ 作画	斯波浅人 原作		KADOKAWA		2017.9	1冊	18cm		角川コミックス・エース				¥580	
978-4-04-106095-7	公爵令嬢の嗜み 3		梅宮スキ 漫画	澪亜 原作		KADOKAWA		2017.9	152p	18cm		角川コミックス・エース				¥580	
978-4-04-106102-2	TYPE-MOONエース VOL.12					KADOKAWA		2017.8	289p	30cm		カドカワムック 707			秘話満載Fate/Grand Order配信2周年記念大特集 豪華付録Fate/Grand Order 164ページ小冊子	¥1200	
978-4-04-601854-0	中学公民が面白いほどわかる本	定期テスト〜高校入試対策の基礎固めまで	西村創 著			KADOKAWA		2017.9	223p	21cm						¥1400	
978-4-04-601905-9	カリスマ講師の日本一成績が上がる魔法の英文法ノート		川嶋亘 著			KADOKAWA		2017.9	191p	26cm						¥1400	
978-4-04-601944-8	カリスマ講師の日本一成績が上がる魔法の化学基礎ノート		岸良祐 著			KADOKAWA		2017.9	157p	26cm						¥1200	
978-4-04-601969-1	世界一わかりやすい医学部小論文+面接の特別講座	負けない小論文、勝てる面接を伝授!	進学塾ビッグバン小論文・面接科 著	松原好之 監修		KADOKAWA		2017.9	255p	21cm						¥1700	
978-4-04-602012-3	1回のお買い物で3日献立	夫婦のきずなごはん	中村明花 著			KADOKAWA		2017.9	111p	21cm						¥1250	
978-4-04-733277-5	ガルベリ 2017Summer	Girl's Berry ファミ通App for girls				Gzブレイン	KADOKAWA	2017.9	87p	29cm		enterbrain mook				¥1250	
978-4-04-733282-9	モンスターマガジン No.28	MONSTER MAGAZINE				Gzブレイン	KADOKAWA	2017.8	63p	29cm		enterbrain mook			夏仕様のモンスターや<物語>シリーズとのコラボキャラの情報も見逃せない!	¥660	
978-4-04-734642-0	世界忍者大会記録 2		松本テマリ 著	芝村裕吏 原作		KADOKAWA		2017.9	113p	19cm		ビーズログコミックス				¥680	
978-4-04-734691-8	小田桐奈々white		三浦雄司 撮影			KADOKAWA		2017.9	1冊(ページ付なし)	26cm	DVDビデオディスク(1枚 12cm)					¥3000	
978-4-04-734738-0	ホテル・ヒルサイドベイ	HOTEL HILL SIDE BAY	芒其之一 著	榛乃綾子 企画・原案		KADOKAWA		2017.9	1冊	19cm		ビーズログコミックス				¥620	
978-4-04-734740-3	裏まで楽しむ!大相撲	行司・呼出・床山のことまでよくわかる!	ダグハウス 編			KADOKAWA		2017.9	159p	21cm						¥1400	
978-4-04-734766-3	Star Creators! 2017October	YouTuberの本				KADOKAWA		2017.9	90p	30cm		エンターブレインムック				¥917	
978-4-04-734858-5	浜辺美波2018カレンダーブック					KADOKAWA		2017.9	1冊(ページ付なし)	26cm		エンターブレインムック				¥1800	
978-4-04-865953-6	リア充にもオタクにもなれない俺の青春		弘前龍 著			KADOKAWA		2017.9	321p	15cm		電撃文庫 3276				¥630	
978-4-04-893283-7	ソードアート・オンライン 20	SWORD ART ONliNE	川原礫 著			KADOKAWA		2017.9	349p	15cm		電撃文庫 3303			ムーン・クレイドル	¥650	
978-4-04-893316-2	天使の3P! 6		水谷悠珠 作画	蒼山サグ 原作		KADOKAWA		2017.9	156p	19cm		電撃コミックスNEXT N081-06				¥570	
978-4-04-893320-9	わたしの魔術コンサルタント 2		羽場楽人 著			KADOKAWA		2017.9	336p	15cm		電撃文庫 3306			虹のはじまり	¥630	
978-4-04-893329-2	おことばですが、魔法医さま。 2		時田唯 著			KADOKAWA		2017.9	285p	15cm		電撃文庫 3309			異世界の魔法は強力すぎて、現代医療に取り入れざるを得ませんでした	¥610	
978-4-04-893331-5	ヘヴィーオブジェクト 最も賢明な思考放棄		鎌池和馬 著			KADOKAWA		2017.9	442p	15cm		電撃文庫 3305				¥710	
978-4-04-893334-6	だれがエルフのお嫁さま? 2		上月司 著			KADOKAWA		2017.9	224p	15cm		電撃文庫 3304				¥550	
978-4-04-893335-3	嫌われエースの数奇な恋路		田辺ユウ 著			KADOKAWA		2017.9	333p	15cm		電撃文庫 3310				¥630	
978-4-04-893337-7	ラノベ作家になりたくて震える。		嵯峨伊緒 著			KADOKAWA		2017.9	259p	15cm		電撃文庫 3311				¥570	
978-4-04-893338-4	狼と羊皮紙 3	新説狼と香辛料	支倉凍砂 著			KADOKAWA		2017.9	325p	15cm		電撃文庫 3312				¥630	
978-4-04-893340-7	エルフ嫁と始める異世界領主生活 5		鷲宮だいじん 著			KADOKAWA		2017.9	353p	15cm		電撃文庫 3307			おきのどくですがりりがるどはきえてしまいました	¥650	
978-4-04-893341-4	隠れオタな俺氏はなぜヤンキー知識で異世界無双できるのか?		一条景明 著			KADOKAWA		2017.9	299p	15cm		電撃文庫 3308				¥610	
978-4-04-893423-7	可愛い僕に恋してください		chi‐co 著			KADOKAWA		2017.9	255p	15cm		B-PRINCE文庫 ち1-10				¥640	
978-4-04-896020-5	千葉Walker 2017秋					KADOKAWA		2017.9	98p	30cm		ウォーカームック No.745				¥780	
978-4-04-896084-7	神奈川の山登り&ハイキング	ビギナーOK!日帰り46コース			絶景最新版	KADOKAWA		2017.9	120p	30cm		ウォーカームック No.770				¥850	
978-4-04-896088-5	東京から行くラクちん!絶景山歩き&ハイキング					KADOKAWA		2017.8	127p	21cm		ウォーカームック No.769				¥900	
978-4-04-898302-0	ひづめみか〜るの福音コレクション	ありがとう30周年!Bye Bye SWIMMER	ひづめみか〜る 企画・監修			プレビジョン	KADOKAWA	2017.8	48p	26cm		KADOKAWA MOOK No.709				¥1389	
978-4-04-898312-9	spoon.2Di vol.29					プレビジョン	KADOKAWA	2017.8	80p	30cm		KADOKAWA MOOK No.708				¥1157	
978-4-04-899430-9	BanG Dream!バンドリ 2	コミック版	柏原麻実 漫画	ISSEN 原作		ブシロードメディア	KADOKAWA	2017.9	1冊(ページ付なし)	18cm		単行本コミックス				¥630	
978-4-05-204612-4	最強!日本の歴史人物100人のひみつ					学研プラス		2017.9	207p	17cm		SG100 NRJ				¥1200	
978-4-05-204665-0	さわってダヤン	ベビーダヤンえほん 0、1、2さいむき	いけだあきこ 著			学研プラス		2017.9	12p	18×18cm						¥1200	
978-4-05-204691-9	手ぶくろを買いに/ごんぎつね	ほか 花のき村と盗人たち/決闘/でんでんむしのかなしみ 1ぴきの子ぎつねが、はじめて人間の町へ!	新美南吉 作	千野えなが 絵		学研プラス		2017.9	153p	21cm		10歳までに読みたい日本名作 5				¥940	
978-4-05-204694-0	3〜4歳こうさく	はさみ・のりに興味を持ち始めたら				学研プラス		2017.9	80p	21×30cm		学研の幼児ワーク				¥660	
978-4-05-204697-1	4〜6歳こうさく	はさみ・のりに慣れてきたら				学研プラス		2017.9	80p	21×30cm		学研の幼児ワーク				¥660	
978-4-05-204708-4	王女さまのお手紙つき 9		ポーラ・ハリソン 原作	チーム151E☆ 企画・構成		学研プラス		2017.9	225p	19cm					ティアラ会からの招待状	¥1280	
978-4-05-304689-5	高校入試合格BON!5科最頻出問題集 2018年版					学研プラス		2017.9	103p	26cm	録音ディスク(1枚 12cm)					¥1200	
978-4-05-406597-0	未確認動物UMA生態図鑑	決定版 ついに明らかになった隠棲動物の知られざる真実!!	並木伸一郎 著			学研プラス		2017.9	240p	19cm		ムーSPECIAL				¥600	
978-4-05-611231-3	古布を楽しむ手作り帖 其の3	暮らしを彩る手作りヒントが詰まった実例集				学研プラス		2017.9	114p	26cm		学研インテリアムック	暮らしの本			¥2100	
978-4-05-611254-2	DIYでピザ窯を作る本	実例集ベスト22&作り方がわかる詳細構造図付き!				学研プラス		2017.9	97p	29cm		GAKKEN MOOK				¥1500	
978-4-05-611256-6	「好評」ばっかり集めました!おかず830品	自慢のレシピほめられレシピがいっぱい!			保存版	学研プラス		2017.9	264p	26cm		Gakken Hit Mook	学研のお料理レシピ			¥1420	
978-4-05-611261-0	オトメビジュアル 2017ex	OTOME VISUAL				学研プラス		2017.9	82p	37cm		学研ムック				¥1500	
978-4-05-611262-7	腕時計パーフェクト入門	腕時計のすべてがわかる決定版!			保存版	学研プラス		2017.9	146p	30cm		Gakken Mook				¥2600	
978-4-05-611265-8	簡単!ラクラク!秋冬おかず 2018					学研プラス		2017.9	90p	30cm		Gakken Hit Mook	学研のお料理レシピ			¥540	
978-4-05-611266-5	BMW認定中古車コンプリートガイド 2017	BMW Premium Selection COMPLETE GUIDE				学研プラス		2017.9	106p	30cm		Gakken Mook			認定中古車で理想のBMWを見つけよう!	¥1000	
978-4-05-611267-2	無印良品とSeriaで片付くお部屋	お友だちを呼びたくなるおうちを作ろう!				学研プラス		2017.9	97p	30cm		学研ムック				¥630	
978-4-05-611270-2	デジタル一眼風景撮影大事典	「感動」を「傑作」に変える236の技 美しい四季を写し取る実践テクニック!!			最新版	学研プラス		2017.9	144p	28cm		学研カメラムック				¥1800	
978-4-05-800809-6	保育所保育指針ハンドブック	イラストたっぷりやさしく読み解く 2017年告示版	汐見稔幸 監修			学研教育みらい	学研プラス	2017.9	223p	21cm		Gakken保育Books				¥1700	
978-4-05-800810-2	幼稚園教育要領ハンドブック	イラストたっぷりやさしく読み解く 2017年告示版	無藤隆 監修			学研教育みらい	学研プラス	2017.9	191p	21cm		Gakken保育Books				¥1600	
978-4-05-800826-3	6弦上のアリア	Air on Six Strings:Shin‐ichi Fukuda talks his guitar life and music	福田進一 著	逢坂剛 ほか対談		学研プラス		2017.9	255p	21cm	DVDビデオディスク(1枚 12cm)					¥2000	
978-4-06-133333-8	スープになりました		彦坂有紀 作	もりといずみ 作		講談社		2017.9	32p	21×21cm		講談社の創作絵本				¥1200	
978-4-06-133335-2	ふしぎなのりものずかん		田中六大 絵	斉藤洋 作		講談社		2017.9	32p	27cm		講談社の創作絵本				¥1400	
978-4-06-133336-9	いただきますのおつきさま		鈴木真実 作			講談社		2017.9	32p	27cm		講談社の創作絵本				¥1400	
978-4-06-195779-4	はりねずみのルーチカ 6		かんのゆうこ 作	北見葉胡 絵		講談社		2017.9	141p	22cm		わくわくライブラリー			ハロウィンの灯り	¥1250	
978-4-06-220647-1	ふしぎの国のアリスの世界へ	ずっと夢見ていたワンダーランド	講談社 編			講談社		2017.8	141p	15cm						¥800	
978-4-06-220771-3	十角館の殺人	THE DECAGON HOUSE MURDERS	綾辻行人 著		限定愛蔵版	講談社		2017.9	429p	18cm						¥3700	
978-4-06-220787-4	身の丈に合った服で美人になる	SAORI OYAMADA STYLE BOOK	小山田早織 著			講談社		2017.9	128p	21cm						¥1200	
978-4-06-265698-6	東京ディズニーシーでミッキーをさがして!					講談社		2017.9	28p	31cm		Disney in Pocket				¥1600	
978-4-06-285616-4	アナザー修学旅行		有沢佳映 作	ヤマダ 絵		講談社		2017.9	269p	18cm		講談社青い鳥文庫 324-1				¥660	
978-4-06-285653-9	妖界ナビ・ルナ 4		池田美代子 作	戸部淑 絵		講談社		2017.9	157p	18cm		講談社青い鳥文庫 268-33			火をふく魔物	¥600	
