ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-06-510254-1	ハンツー×トラッシュ 13	Sexy and Stupid Water Polo Comedy!!	こばやしひよこ			講談社		2017.10				ヤングマガジン				¥580	
978-4-06-510255-8	センゴク権兵衛 8		宮下英樹			講談社		2017.10				ヤングマガジン				¥580	
978-4-06-510262-6	天空侵犯 14		大羽隆廣 漫画	三浦追儺 原作		講談社		2017.10				週刊少年マガジン				¥560	
978-4-06-510263-3	僕の彼女は最高です! 1		高田タカミ 漫画	伊織 原作		講談社		2017.10				週刊少年マガジン				¥560	
978-4-06-510264-0	UQ HOLDER!〜魔法先生ネギま!2〜公式ガイド悠久百科		赤松健	週刊少年マガジン編集部		講談社		2017.10				週刊少年マガジン				¥920	
978-4-06-510285-5	君の庭。 volume.3		香田直			講談社		2017.10				週刊少年マガジン				¥429	
978-4-06-510315-9	おおきなのっぽの、 2		柴			講談社		2017.10				月刊少年シリウス				¥780	
978-4-07-421820-2	オフショアマガジン	ハマる!タイジギングの魅力				ケイエス企画	主婦の友社	2017.10	114p	30cm		主婦の友ヒットシリーズ				¥1350	
978-4-07-426271-7	スタイリッシュ武器屋 2		弘松涼 著			主婦の友社		2017.10	383p	16cm		ヒーロー文庫				¥640	
978-4-07-426443-8	いよいよ小学1年生	やればできる子! ママ・パパの不安を解消!				主婦の友社		2017.10	129p	24cm		主婦の友生活シリーズ				¥980	
978-4-07-426673-9	やせる!作りおきベジスープ	まとめて作って、ラクちんダイエット	庄司いずみ 著			主婦の友社		2017.10	65p	26cm		主婦の友生活シリーズ				¥780	
978-4-07-426733-0	暮らしニスタmagazine 2017autumn					主婦の友社		2017.10	114p	28cm		主婦の友生活シリーズ			#キッチン愛	¥780	
978-4-07-426756-9	女性の不調を楽にする冷えとり血流ウォーマー	Warm & Happy! 首・手首・足首に巻いて毎日を快適に				主婦の友社		2017.10	34p	21cm		主婦の友生活シリーズ				¥1500	
978-4-07-426791-0	ステージグランプリ vol.3	Stage Grand Prix				主婦の友インフォス	主婦の友社	2017.10	81p	30cm		主婦の友ヒットシリーズ				¥1450	
978-4-07-426845-0	透析を回避!腎機能は毛細血管力で強化		『健康』編集部 編			主婦の友インフォス	主婦の友社	2017.10	63p	30cm		主婦の友ヒットシリーズ	しあわせMOOK			¥900	
978-4-07-427030-9	効く!食事療法大全大満足レシピベスト400	血圧も糖尿病もコレステロールもがんも自力で治す	主婦の友社 編			主婦の友社		2017.10	191p	29cm		主婦の友生活シリーズ				¥1500	
978-4-07-427098-9	よくわかるストールの巻き方使い方	おしゃれが上達する大人服	石田純子 監修			主婦の友社		2017.10	98p	26cm		主婦の友生活シリーズ				¥1280	
978-4-07-427224-2	リノベーションハウスのベストスタイルブック	RENOVATION HOUSE BEST STYLE BOOK				主婦の友社		2017.10	315p	24cm						¥1780	
978-4-07-427394-2	聖王国の笑わないヒロイン 1		青生恵 著			主婦の友社		2017.10	383p	16cm		ヒーロー文庫				¥600	
978-4-07-427900-5	ナイツ&マジック 8	Knight's & Magic	天酒之瓢 著			主婦の友社		2017.10	350p	16cm		ヒーロー文庫				¥610	
978-4-07-427916-6	最新のゲームは凄すぎだろ 6		浮世草子 著			主婦の友社		2017.10	350p	16cm		ヒーロー文庫				¥620	
978-4-07-427922-7	セブンス 5	7th	三嶋与夢 著			主婦の友社		2017.10	351p	16cm		ヒーロー文庫				¥620	
978-4-07-427945-6	転生少女の履歴書 5		唐澤和希 著			主婦の友社		2017.10	383p	16cm		ヒーロー文庫				¥630	
978-4-07-427951-7	鑑定使いの冒険者 1		空野進 著			主婦の友社		2017.10	286p	16cm		ヒーロー文庫				¥590	
978-4-07-428057-5	オール糖質オフ!やせぐせ作りおきBOOK123					主婦の友社		2017.10	98p	26cm		主婦の友生活シリーズ				¥680	
978-4-08-102244-1	Myojo LIVE! 2017夏コン号					集英社		2017.9	84p	30cm						¥556	
978-4-08-321398-4	斉木楠雄のΨ難	映画ノベライズ みらい文庫版	宮本深礼 小説	麻生周一 原作		集英社		2017.10	234p	18cm		集英社みらい文庫 あ-13-1				¥700	
978-4-08-608051-4	錬金術師と異端審問官はあいいれない		藍川竜樹 著			集英社		2017.10	251p	15cm		コバルト文庫 あ23-24				¥610	
978-4-08-608052-1	ひみつの小説家の偽装結婚	恋の始まりは遺言状!?	仲村つばき 著			集英社		2017.10	237p	15cm		コバルト文庫 な15-1				¥590	
978-4-08-608053-8	後宮刷華伝	ひもとく花嫁は依依恋恋たる謎を梓に鏤む	はるおかりの 著			集英社		2017.10	302p	15cm		コバルト文庫 は6-18				¥610	
978-4-08-703428-8	ハイキュー!!	劇場版総集編 コンセプトの戦い	吉成郁子 小説	古舘春一 原作		集英社		2017.9	224p	18cm		JUMP J BOOKS				¥700	
978-4-08-703429-5	ブラッククローバー 2	BLACK CLOVER	ジョニー音田 著	田畠裕基 原著		集英社		2017.10	270p	18cm		JUMP J BOOKS			騎士団の書	¥650	
978-4-08-703430-1	怪談彼女 6		永遠月心悟 著	ミウラタダヒロ イラスト		集英社		2017.10	333p	19cm		JUMP J BOOKS			黒川夢乃	¥1500	
978-4-08-703431-8	血界戦線-グッド・アズ・グッド・マン-		秋田禎信 ノベライズ著	内藤泰弘 原著		集英社		2017.10	200p	18cm		JUMP J BOOKS				¥650	
978-4-08-703432-5	十二大戦		西尾維新 小説	中村光 イラストレーション		集英社		2017.10	250p	19cm						¥1000	
978-4-08-703433-2	斉木楠雄のΨ難	映画ノベライズ	宮本深礼 小説	麻生周一 原作		集英社		2017.10	208p	18cm		JUMP J BOOKS				¥650	
978-4-08-771123-3	琥珀の夢 上	小説鳥井信治郎	伊集院静 著			集英社		2017.10	341p	20cm						¥1600	
978-4-08-771124-0	琥珀の夢 下	小説鳥井信治郎	伊集院静 著			集英社		2017.10	353p	20cm						¥1600	
978-4-08-780813-1	永遠にカジュアル好き!Coordinate200		五明祐子 著			集英社		2017.10	127p	21cm						¥1400	
978-4-08-781642-6	DROPtokyo2007-2017		Droptokyo 著			集英社		2017.10	303p	19cm						¥2200	
978-4-08-881143-7	バイバイ人類 4		萩原あさ美 作画	渡辺恒造 原作		集英社		2017.10				ジャンプコミックス				¥400	
978-4-08-881152-9	青の祓魔師 20		加藤和恵 著			集英社		2017.10	187p	18cm		ジャンプコミックス				¥438	
978-4-08-881160-4	大正処女御伽話 5		桐丘さな 著			集英社		2017.10	219p	18cm		ジャンプコミックス				¥460	
978-4-08-881162-8	DIGIMON UNIVERSEアプリモンスターズ 2		赤嶺直樹 漫画	本郷あきよし 原案		集英社		2017.10				ジャンプコミックス			ガッチ!!	¥400	
978-4-08-881164-2	遊☆戯☆王アーク・ファイブ 4		三好直人 漫画	高橋和希 原作		集英社		2017.10				ジャンプコミックス			不死の存在	¥400	
978-4-08-881165-9	魔喰のリース 4		小田原愛			集英社		2017.10				ジャンプコミックス				¥400	
978-4-08-881207-6	銀魂 第70巻		空知英秋 著			集英社		2017.10	1冊(ページ付なし)	18cm		ジャンプコミックス			悪事をはたらきながら善事をはたらくいきもの	¥400	
978-4-08-881208-3	腹ペコのマリー 2		田村隆平			集英社		2017.10				ジャンプコミックス			女子高生マリー	¥400	
978-4-08-881210-6	ブラッククローバー 13	BLACK CLOVER	田畠裕基 著			集英社		2017.10	185p	18cm		ジャンプコミックス			王撰騎士団選抜試験	¥400	
978-4-08-881211-3	斉木楠雄のΨ難 23		麻生周一 著			集英社		2017.10	198p	18cm		ジャンプコミックス			非日常な過去をΨ工せよ	¥400	
978-4-08-881212-0	鬼滅の刃 8		吾峠呼世晴 著			集英社		2017.10	191p	18cm		ジャンプコミックス			上弦の力・柱の力	¥400	
978-4-08-881213-7	ハイキュー!! 28		古舘春一 著			集英社		2017.10	170p	18cm		ジャンプコミックス			2日目	¥400	
978-4-08-881214-4	ぼくたちは勉強ができない 3		筒井大志			集英社		2017.10				ジャンプコミックス			天才<x>たちはかくして勉強ができない	¥400	
978-4-08-881216-8	青春兵器ナンバーワン 4		長谷川智広			集英社		2017.10				ジャンプコミックス			決死行	¥400	
978-4-08-881217-5	ROBOT×LASERBEAM 2		藤巻忠俊			集英社		2017.10				ジャンプコミックス			レーザービームの秘密	¥400	
978-4-08-881218-2	魔神のガルド! 6		安藤英			集英社		2017.10				ジャンプ・コミックス	最強ジャンプ		閃光の獅子	¥400	
978-4-08-881219-9	遊☆戯☆王ARC-V最強デュエリスト遊矢!! 2		友永晃浩 マンガ	スタジオ・ダイス 協力		集英社		2017.10				ジャンプコミックス	最強ジャンプ		エンタメで笑顔を!!	¥450	
978-4-08-881234-2	キャプテン翼ライジングサン 7		高橋陽一			集英社		2017.10				JCグランドジャンプ			大戦終結	¥418	
978-4-08-881236-6	黒子のバスケReplace PLUS 7		高橋一郎 漫画	藤巻忠俊 原作		集英社		2017.10				ジャンプコミックス			誠凛高校バスケ部、始動!!	¥438	
978-4-08-881243-4	終末のハーレム 4		宵野コタロー 漫画	LINK 原作		集英社		2017.10				ジャンプコミックス				¥580	
978-4-08-881244-1	カラダ探し 15		村瀬克俊 漫画	ウェルザード 原作		集英社		2017.10				ジャンプコミックス				¥400	
978-4-08-881251-9	心臓に杭を打ちつけて 1		大宮嵐			集英社		2017.10				ジャンプコミックス				¥400	
978-4-08-881264-9	クロスアカウント 1	CROSS ACCOUNT	伊達恒大 著			集英社		2017.10	187p	18cm		ジャンプコミックス			仮想×現実	¥400	
978-4-09-106606-0	こども国宝びっくりずかん	へんてこ!すごいぞ!日本の宝もの	とに〜 著			小学館		2017.10	63p	25cm		ワンダーライフスペシャル				¥1250	
978-4-09-118684-3	美味しんぼア・ラ・カルト 2017-10月		花咲アキラ 画	雁屋哲 作		小学館		2017.10	265p	26cm		My First BIG Special			寿司	¥417	
978-4-09-179237-2	運慶		さいとうたかを 著			小学館		2017.10	253p	20cm		ビッグヒストリーコミックス				¥1389	
978-4-09-231194-7	怪盗ジョーカー 6		福島直浩 著	たかはしひでやす 原作		小学館		2017.10	189p	18cm		小学館ジュニア文庫 ジた-2-6			解決!世界怪盗ゲームへようこそ!!	¥650	
978-4-09-290621-1	灰色の服のおじさん		フェルナンド・アロンソ 著	ウリセス・ウェンセル 絵		小学館		2017.10	126p	21cm						¥1300	
978-4-09-310859-1	朝1分で服が決まる4つの法則	必ずほめられる「つくりおきコーデ」が誰でもできる!	みなみ佳菜 著			小学館		2017.10	159p	19cm						¥1400	
978-4-09-388582-9	笑顔のママと僕と息子の973日間	シングルファーザーは今日も奮闘中	清水健 著			小学館		2017.10	207p	19cm						¥1300	
978-4-09-406308-0	邪魔者		ミシェル・アダムズ 著	中谷友紀子 訳		小学館		2017.9	477p	16cm		小学館文庫 ア1-1				¥850	
978-4-09-682119-0	きいちのぬりえ 世界の童話編		蔦谷喜一 著			小学館		2017.10	1冊(ページ付なし)	30cm		大判シリーズ				¥700	
978-4-09-726744-7	ひげじまん		こしだミカ 作			小学館		2017.10	1冊(ページ付なし)	25×25cm						¥1400	
978-4-09-726751-5	おならまんざい		長谷川義史 作			小学館		2017.10	1冊(ページ付なし)	27cm		ぴっかぴかえほん				¥1300	
978-4-10-910099-1	王子から見た東京の歴史		土屋新五郎 著			新潮社図書編集室	新潮社	2017.9	227p	21cm						¥1200	
978-4-10-910100-4	よだかの星	宮沢賢治を読む	佐々木時雄 著			新潮社図書編集室	新潮社	2017.9	388p	20cm						¥2000	
978-4-12-005010-7	踊る星座		青山七恵 著			中央公論新社		2017.10	260p	20cm						¥1500	
978-4-12-005011-4	千の扉		柴崎友香 著			中央公論新社		2017.10	270p	20cm						¥1600	
978-4-12-005012-1	ていだん		小林聡美 著			中央公論新社		2017.10	301p	18cm						¥1600	
978-4-12-110029-0	福祉世界	福祉国家は越えられるか	藤田菜々子 著			中央公論新社		2017.10	241p	20cm		中公選書 029				¥2400	
978-4-12-150596-5	人生が輝く選択力	意思決定入門	印南一路 著			中央公論新社		2017.10	206p	18cm		中公新書ラクレ 596				¥760	
978-4-12-150597-2	キリスト教は「宗教」ではない	自由・平等・博愛の起源と普遍化への系譜	竹下節子 著			中央公論新社		2017.10	222p	18cm		中公新書ラクレ 597				¥800	
978-4-12-150598-9	世代の痛み	団塊ジュニアから団塊への質問状	上野千鶴子 著	雨宮処凛 著		中央公論新社		2017.10	262p	18cm		中公新書ラクレ 598				¥820	
978-4-12-150599-6	ハーバード日本史教室		佐藤智恵 著	アンドルー・ゴードン 述		中央公論新社		2017.10	254p	18cm		中公新書ラクレ 599				¥820	
978-4-12-150600-9	リーダーは歴史観をみがけ	時代を見とおす読書術	出口治明 著			中央公論新社		2017.10	293p	18cm		中公新書ラクレ 600				¥880	
978-4-12-160177-3	大西郷遺訓		林房雄 訳	西郷隆盛 原著		中央公論新社		2017.10	14, 166p	18cm		中公クラシックス J67				¥1600	
978-4-14-036128-3	どうぶつピラミッド		クレア・デュドネ さく	やまもとともこ やく		NHK出版		2017.10	30p	31cm						¥1400	
978-4-15-001924-2	冷たい家		JP.ディレイニー 著	唐木田みゆき 訳		早川書房		2017.10	388p	19cm		HAYAKAWA POCKET MYSTERY BOOKS 1924				¥1800	
978-4-15-012146-4	致死線の彼方		クルト・マール 著	ウィリアム・フォルツ 著		早川書房		2017.10	268p	16cm		ハヤカワ文庫 SF 2146	宇宙英雄ローダン・シリーズ 554			¥660	
978-4-15-012148-8	タイタン・プロジェクト		A.G.リドル 著	友廣純 訳		早川書房		2017.10	511p	16cm		ハヤカワ文庫 SF 2148				¥1040	
978-4-15-031297-8	日本SF傑作選 2		日下三蔵 編			早川書房		2017.10	766p	16cm		ハヤカワ文庫 JA 1297			小松左京	¥1500	
978-4-15-041419-1	ダーク・マター		ブレイク・クラウチ 著	東野さやか 訳		早川書房		2017.10	518p	16cm		ハヤカワ文庫 NV 1419				¥1100	
978-4-15-041420-7	真夜中の閃光		W.ブルース・キャメロン 著	真崎義博 訳		早川書房		2017.10	521p	16cm		ハヤカワ文庫 NV 1420				¥1100	
978-4-15-050510-3	「偶然」の統計学		デイヴィッド・J.ハンド 著	松井信彦 訳		早川書房		2017.10	348p	16cm		ハヤカワ文庫 NF 510	<数理を愉しむ>シリーズ			¥880	
978-4-15-140042-1	トム・ストッパード 3	TOM STOPPARD	トム・ストッパード 著			早川書房		2017.10	237p	16cm		ハヤカワ演劇文庫 42			ローゼンクランツとギルデンスターンは死んだ	¥1200	
978-4-15-183001-3	ミレニアム 4上	MILLENNIUM	ダヴィド・ラーゲルクランツ 著	ヘレンハルメ美穂 訳		早川書房		2017.10	409p	16cm		ハヤカワ・ミステリ文庫 HM 456-1			蜘蛛の巣を払う女 上	¥820	
978-4-15-183002-0	ミレニアム 4下	MILLENNIUM	ダヴィド・ラーゲルクランツ 著	ヘレンハルメ美穂 訳		早川書房		2017.10	413p	16cm		ハヤカワ・ミステリ文庫 HM 456-2			蜘蛛の巣を払う女 下	¥820	
978-4-15-183051-8	ノクターナル・アニマルズ		オースティン・ライト 著	吉野美恵子 訳		早川書房		2017.10	557p	16cm		ハヤカワ・ミステリ文庫 HM 457-1				¥1200	
978-4-15-209715-6	日本の15歳はなぜ学力が高いのか?	5つの教育大国に学ぶ成功の秘密	ルーシー・クレハン 著	橋川史 訳		早川書房		2017.10	348p	19cm						¥1800	
